Order_ID,Customer_ID,Customer_Age,Customer_Gender,City,Area,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Date,Order_Time,Delivery_Time_Min,Distance_km,Order_Value,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Cancellation_Reason,Delivery_Partner_ID,Delivery_Rating,Restaurant_Rating,Order_Day,Peak_Hour,Profit_Margin,Profit_Margin_Percentage,Delivery_Performance,Customer_Age_Group
ORD028703,CUST8023,38.97651632035586,Other,Delhi,South,RES627,Restaurant_20,Italian,11/7/2024,0:00,120.0,3.05,4593.0,50.0,4543.0,Upi,Delivered,Not Cancelled,DP707,3.0,4.0,Weekday,False,0.48,48.0,Slow,36-45
ORD028704,CUST7234,38.97651632035586,Female,Mumbai,South,RES660,Restaurant_325,Mexican,2/18/2024,0:00,,9.97,1197.0,100.0,1097.0,Card,Cancelled,Customer Cancelled,DP952,,4.7,Weekend,False,0.18,18.0,Very Slow,36-45
ORD028705,CUST7866,51.0,Female,Delhi,North,RES455,Restaurant_404,Indian,9/30/2024,0:00,120.0,9.97,224.0,0.0,224.0,Wallet,Delivered,Not Cancelled,DP953,1.0,5.0,Weekday,True,0.38,38.0,Slow,46-60
ORD028706,CUST3796,21.0,Other,Mumbai,West,RES606,Restaurant_399,Italian,3/8/2024,0:00,,1.32,717.0,0.0,717.0,Card,Cancelled,Restaurant Issue,DP474,,3.5,Weekday,False,0.23,23.0,Very Slow,18-25
ORD028707,CUST1724,38.97651632035586,Other,Bangalore,South,RES250,Restaurant_190,Arabian,3/4/2024,0:00,,32.82,1081.0,50.0,1031.0,Card,Cancelled,Not Cancelled,DP655,,5.0,Weekday,True,0.01,1.0,Very Slow,36-45
ORD028708,CUST4893,43.0,Male,Mumbai,South,RES739,Restaurant_180,Italian,2/6/2024,0:00,120.0,9.97,3324.0,300.0,3024.0,Cod,Delivered,Not Cancelled,DP396,5.0,3.6,Weekday,True,0.31,31.0,Slow,36-45
ORD028709,CUST9456,38.97651632035586,Other,Hyderabad,South,RES932,Restaurant_339,Mexican,3/5/2024,0:00,,33.28,881.0,50.0,831.0,Wallet,Cancelled,Customer Cancelled,DP367,,3.7,Weekday,False,0.3,30.0,Very Slow,36-45
ORD028710,CUST6118,30.0,Female,Mumbai,North,RES752,Restaurant_203,Indian,11/13/2024,0:00,299.0,9.97,1197.0,20.0,1177.0,Upi,Delivered,Not Cancelled,DP723,5.0,4.5,Weekday,False,0.0,0.0,Very Slow,26-35
ORD028711,CUST7742,38.97651632035586,Other,Hyderabad,East,RES122,Restaurant_187,Indian,8/14/2024,0:00,59.0,32.01,3254.0,50.0,3204.0,Card,Delivered,Not Cancelled,DP929,1.0,3.7,Weekday,True,0.4,40.0,Moderate,36-45
ORD028712,CUST5486,38.97651632035586,Female,Hyderabad,South,RES903,Restaurant_473,Chinese,8/23/2024,0:00,224.0,9.97,245.0,245.0,0.0,Wallet,Delivered,Not Cancelled,DP836,3.0,4.3,Weekday,True,0.0,0.0,Very Slow,36-45
ORD028713,CUST1877,38.97651632035586,Male,Hyderabad,West,RES989,Restaurant_157,Indian,12/3/2024,0:00,286.0,31.92,3899.0,100.0,3799.0,Wallet,Delivered,Not Cancelled,DP693,3.0,4.8,Weekday,False,0.0,0.0,Very Slow,36-45
ORD028714,CUST6939,38.97651632035586,Male,Delhi,West,RES592,Restaurant_470,Indian,2/12/2024,0:00,133.0,9.97,1197.0,0.0,1197.0,Wallet,Delivered,Not Cancelled,DP280,5.0,3.1,Weekday,False,0.13,13.0,Very Slow,36-45
ORD028715,CUST5019,44.0,Male,Mumbai,South,RES811,Restaurant_456,Mexican,2/21/2024,0:00,259.0,9.97,1197.0,50.0,1147.0,Upi,Delivered,Not Cancelled,DP876,3.0,4.5,Weekday,False,0.04,4.0,Very Slow,36-45
ORD028716,CUST2583,39.0,Other,Hyderabad,West,RES776,Restaurant_260,Italian,5/6/2024,0:00,120.0,5.79,2929.0,300.0,2629.0,Cod,Delivered,Not Cancelled,DP758,1.0,4.4,Weekday,False,0.21,21.0,Slow,36-45
ORD028717,CUST6464,29.0,Female,Mumbai,South,RES711,Restaurant_123,Chinese,12/1/2024,0:00,,2.16,2312.0,20.0,2292.0,Wallet,Cancelled,Not Cancelled,DP924,,4.3,Weekend,True,0.0,0.0,Very Slow,26-35
ORD028718,CUST3694,38.97651632035586,Male,Hyderabad,Central,RES733,Restaurant_445,Indian,5/20/2024,0:00,120.0,4.69,1197.0,300.0,897.0,Card,Delivered,Not Cancelled,DP604,4.0,3.7,Weekday,True,0.25,25.0,Slow,36-45
ORD028719,CUST7877,58.0,Other,Chennai,South,RES442,Restaurant_390,Mexican,4/5/2024,0:00,,4.84,1197.0,50.0,1147.0,Wallet,Cancelled,Not Cancelled,DP511,,3.9,Weekday,False,0.26,26.0,Very Slow,46-60
ORD028720,CUST5396,26.0,Female,Chennai,South,RES169,Restaurant_181,Italian,4/4/2024,0:00,54.0,15.6,3801.0,50.0,3751.0,Cod,Delivered,Not Cancelled,DP369,5.0,5.0,Weekday,True,0.03,3.0,Moderate,26-35
ORD028721,CUST6550,38.97651632035586,Male,Delhi,West,RES759,Restaurant_121,Chinese,2/19/2024,0:00,,2.7,3220.0,100.0,3120.0,Card,Cancelled,Restaurant Issue,DP579,,3.6,Weekday,True,0.1,10.0,Very Slow,36-45
ORD028722,CUST6148,21.0,Other,Hyderabad,South,RES253,Restaurant_326,Arabian,8/5/2024,0:00,35.0,9.97,3398.0,0.0,3398.0,Wallet,Delivered,Not Cancelled,DP660,4.0,5.0,Weekday,True,0.0,0.0,Moderate,18-25
ORD028723,CUST9669,38.97651632035586,Other,Hyderabad,Central,RES367,Restaurant_27,Chinese,11/7/2024,0:00,159.0,39.07,1197.0,100.0,1097.0,Card,Delivered,Not Cancelled,DP146,1.0,4.4,Weekday,False,0.24,24.0,Very Slow,36-45
ORD028724,CUST1910,38.97651632035586,Other,Mumbai,East,RES796,Restaurant_232,Italian,1/22/2024,0:00,27.0,2.32,394.0,50.0,344.0,Card,Delivered,Not Cancelled,DP558,3.0,5.0,Weekday,True,0.43,43.0,Fast,36-45
ORD028725,CUST4089,38.97651632035586,Other,Chennai,South,RES381,Restaurant_47,Mexican,12/13/2024,0:00,190.0,9.97,4911.0,100.0,4811.0,Upi,Delivered,Not Cancelled,DP686,3.0,4.8,Weekday,False,0.23,23.0,Very Slow,36-45
ORD028726,CUST7312,33.0,Male,Hyderabad,South,RES929,Restaurant_373,Indian,8/19/2024,0:00,120.0,8.8,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP844,3.0,5.0,Weekday,False,0.0,0.0,Slow,26-35
ORD028727,CUST7524,38.97651632035586,Other,Hyderabad,Central,RES229,Restaurant_500,Indian,1/9/2024,0:00,138.0,9.59,754.0,0.0,754.0,Card,Delivered,Not Cancelled,DP976,5.0,5.0,Weekday,True,0.38,38.0,Very Slow,36-45
ORD028728,CUST4692,53.0,Other,Hyderabad,North,RES974,Restaurant_236,Arabian,3/4/2024,0:00,141.0,4.84,3209.0,300.0,2909.0,Cod,Delivered,Not Cancelled,DP583,4.0,3.0,Weekday,False,0.09,9.0,Very Slow,46-60
ORD028729,CUST5202,38.97651632035586,Male,Bangalore,North,RES859,Restaurant_377,Indian,1/23/2024,0:00,285.0,9.97,2796.0,50.0,2746.0,Card,Delivered,Not Cancelled,DP161,5.0,3.3,Weekday,False,0.0,0.0,Very Slow,36-45
ORD028730,CUST2839,18.0,Male,Hyderabad,East,RES862,Restaurant_496,Indian,7/2/2024,0:00,120.0,34.54,4542.0,20.0,4522.0,Card,Delivered,Not Cancelled,DP172,2.0,5.0,Weekday,False,0.46,46.0,Slow,18-25
ORD028731,CUST8298,40.0,Other,Mumbai,East,RES885,Restaurant_285,Chinese,9/6/2024,0:00,29.0,4.78,3813.0,20.0,3793.0,Card,Delivered,Not Cancelled,DP865,1.0,5.0,Weekday,False,0.43,43.0,Fast,36-45
ORD028732,CUST2131,38.97651632035586,Other,Bangalore,East,RES566,Restaurant_99,Indian,7/15/2024,0:00,120.0,7.39,2147.0,300.0,1847.0,Card,Delivered,Not Cancelled,DP305,5.0,5.0,Weekday,False,0.0,0.0,Slow,36-45
ORD028733,CUST4817,26.0,Male,Mumbai,South,RES483,Restaurant_224,Indian,3/3/2024,0:00,,22.35,1197.0,300.0,897.0,Card,Cancelled,Not Cancelled,DP907,,4.8,Weekend,False,0.0,0.0,Very Slow,26-35
ORD028734,CUST4332,38.97651632035586,Female,Chennai,North,RES970,Restaurant_301,Chinese,4/1/2024,0:00,120.0,1.91,1197.0,100.0,1097.0,Upi,Delivered,Not Cancelled,DP466,5.0,5.0,Weekday,False,0.22,22.0,Slow,36-45
ORD028735,CUST6377,47.0,Male,Bangalore,West,RES135,Restaurant_293,Indian,1/12/2024,0:00,120.0,7.87,679.0,100.0,579.0,Card,Delivered,Not Cancelled,DP592,3.0,5.0,Weekday,True,0.11,11.0,Slow,46-60
ORD028736,CUST7294,59.0,Male,Bangalore,East,RES452,Restaurant_94,Chinese,12/4/2024,0:00,121.0,6.08,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP279,2.0,5.0,Weekday,True,0.14,14.000000000000002,Very Slow,46-60
ORD028737,CUST9565,40.0,Female,Hyderabad,South,RES618,Restaurant_465,Indian,6/26/2024,0:00,120.0,9.97,525.0,100.0,425.0,Card,Delivered,Not Cancelled,DP868,3.0,4.9,Weekday,False,0.11,11.0,Slow,36-45
ORD028738,CUST6956,56.0,Other,Bangalore,South,RES327,Restaurant_157,Arabian,4/13/2024,0:00,254.0,9.97,1108.0,300.0,808.0,Card,Delivered,Not Cancelled,DP551,3.0,4.8,Weekend,False,0.02,2.0,Very Slow,46-60
ORD028739,CUST7015,32.0,Male,Delhi,West,RES164,Restaurant_75,Chinese,4/20/2024,0:00,,2.8,1197.0,50.0,1147.0,Cod,Cancelled,Restaurant Issue,DP224,,3.8,Weekend,False,0.0,0.0,Very Slow,26-35
ORD028740,CUST2770,19.0,Male,Chennai,Central,RES935,Restaurant_430,Italian,12/3/2024,0:00,120.0,9.97,2384.0,300.0,2084.0,Card,Delivered,Not Cancelled,DP202,5.0,4.0,Weekday,False,0.0,0.0,Slow,18-25
ORD028741,CUST8524,55.0,Other,Bangalore,South,RES661,Restaurant_368,Indian,4/16/2024,0:00,120.0,36.94,685.0,100.0,585.0,Card,Delivered,Not Cancelled,DP280,1.0,3.3,Weekday,False,0.02,2.0,Slow,46-60
ORD028742,CUST8765,27.0,Other,Bangalore,South,RES159,Restaurant_160,Indian,7/19/2024,0:00,61.0,35.64,491.0,300.0,191.0,Card,Delivered,Not Cancelled,DP777,1.0,4.3,Weekday,True,0.32,32.0,Slow,26-35
ORD028743,CUST5393,37.0,Female,Hyderabad,South,RES949,Restaurant_405,Italian,11/2/2024,0:00,28.0,3.34,1119.0,300.0,819.0,Upi,Delivered,Not Cancelled,DP494,5.0,3.4,Weekend,False,0.23,23.0,Fast,36-45
ORD028744,CUST2934,38.97651632035586,Male,Chennai,Central,RES311,Restaurant_89,Indian,6/22/2024,0:00,,9.97,1026.0,100.0,926.0,Upi,Cancelled,Restaurant Issue,DP549,,4.4,Weekend,True,0.0,0.0,Very Slow,36-45
ORD028745,CUST3392,38.97651632035586,Female,Chennai,Central,RES409,Restaurant_125,Chinese,6/25/2024,0:00,196.0,25.56,4359.0,300.0,4059.0,Cod,Delivered,Not Cancelled,DP675,3.0,4.8,Weekday,False,0.03,3.0,Very Slow,36-45
ORD028746,CUST2923,38.97651632035586,Other,Hyderabad,Central,RES719,Restaurant_313,Indian,6/12/2024,0:00,144.0,9.97,1197.0,20.0,1177.0,Card,Delivered,Not Cancelled,DP431,5.0,5.0,Weekday,False,0.0,0.0,Very Slow,36-45
ORD028747,CUST8002,31.0,Other,Hyderabad,South,RES430,Restaurant_185,Mexican,11/7/2024,0:00,26.0,29.36,3273.0,20.0,3253.0,Cod,Delivered,Not Cancelled,DP914,3.0,4.0,Weekday,True,0.27,27.0,Fast,26-35
ORD028748,CUST9627,43.0,Other,Delhi,West,RES665,Restaurant_282,Indian,1/10/2024,0:00,120.0,9.97,2275.0,50.0,2225.0,Card,Delivered,Not Cancelled,DP429,5.0,4.9,Weekday,False,0.0,0.0,Slow,36-45
ORD028749,CUST8658,38.97651632035586,Other,Delhi,South,RES291,Restaurant_253,Chinese,1/30/2024,0:00,,9.97,529.0,50.0,479.0,Card,Cancelled,Late Delivery,DP237,,3.2,Weekday,True,0.2,20.0,Very Slow,36-45
ORD028750,CUST2910,38.97651632035586,Male,Chennai,West,RES139,Restaurant_323,Chinese,8/4/2024,0:00,,33.1,1197.0,100.0,1097.0,Upi,Cancelled,Late Delivery,DP455,,5.0,Weekend,False,0.0,0.0,Very Slow,36-45
ORD028751,CUST2363,38.97651632035586,Male,Mumbai,Central,RES947,Restaurant_394,Indian,8/17/2024,0:00,120.0,7.44,1031.0,0.0,1031.0,Card,Delivered,Not Cancelled,DP490,3.0,3.5,Weekend,False,0.12,12.0,Slow,36-45
ORD028752,CUST5253,38.97651632035586,Male,Delhi,South,RES988,Restaurant_180,Italian,10/16/2024,0:00,,9.97,1197.0,100.0,1097.0,Card,Cancelled,Not Cancelled,DP467,,3.1,Weekday,False,0.29,28.999999999999996,Very Slow,36-45
ORD028753,CUST7389,57.0,Female,Bangalore,North,RES522,Restaurant_309,Italian,3/26/2024,0:00,120.0,33.22,2874.0,50.0,2824.0,Cod,Delivered,Not Cancelled,DP416,5.0,4.3,Weekday,True,0.0,0.0,Slow,46-60
ORD028754,CUST9670,35.0,Female,Chennai,South,RES376,Restaurant_391,Italian,4/11/2024,0:00,120.0,2.44,251.0,251.0,0.0,Card,Delivered,Not Cancelled,DP247,4.0,4.5,Weekday,True,0.1,10.0,Slow,26-35
ORD028755,CUST7992,40.0,Female,Hyderabad,North,RES945,Restaurant_327,Italian,2/25/2024,0:00,231.0,9.97,1197.0,0.0,1197.0,Card,Delivered,Not Cancelled,DP709,4.0,5.0,Weekend,True,0.38,38.0,Very Slow,36-45
ORD028756,CUST7853,38.97651632035586,Other,Bangalore,South,RES400,Restaurant_451,Arabian,3/19/2024,0:00,120.0,30.82,674.0,50.0,624.0,Cod,Delivered,Not Cancelled,DP266,2.0,4.1,Weekday,False,0.02,2.0,Slow,36-45
ORD028757,CUST1334,21.0,Other,Bangalore,East,RES614,Restaurant_138,Italian,11/17/2024,0:00,43.0,35.32,1197.0,20.0,1177.0,Wallet,Delivered,Not Cancelled,DP171,3.0,3.0,Weekend,True,0.34,34.0,Moderate,18-25
ORD028758,CUST7866,57.0,Female,Bangalore,West,RES718,Restaurant_413,Italian,11/13/2024,0:00,221.0,28.0,1074.0,20.0,1054.0,Card,Delivered,Not Cancelled,DP906,1.0,3.0,Weekday,True,0.47,47.0,Very Slow,46-60
ORD028759,CUST9622,18.0,Other,Bangalore,West,RES984,Restaurant_421,Chinese,1/8/2024,0:00,120.0,5.58,823.0,50.0,773.0,Card,Delivered,Not Cancelled,DP730,2.0,4.6,Weekday,True,0.0,0.0,Slow,18-25
ORD028760,CUST3257,54.0,Male,Mumbai,North,RES440,Restaurant_403,Mexican,3/25/2024,0:00,120.0,9.97,4484.0,50.0,4434.0,Card,Delivered,Not Cancelled,DP492,1.0,5.0,Weekday,False,0.0,0.0,Slow,46-60
ORD028761,CUST1757,38.97651632035586,Other,Hyderabad,West,RES955,Restaurant_487,Mexican,9/12/2024,0:00,216.0,9.97,1197.0,100.0,1097.0,Card,Delivered,Not Cancelled,DP845,3.0,4.2,Weekday,False,0.29,28.999999999999996,Very Slow,36-45
ORD028762,CUST3363,55.0,Other,Mumbai,South,RES464,Restaurant_325,Arabian,4/3/2024,0:00,120.0,31.14,183.0,0.0,183.0,Upi,Delivered,Not Cancelled,DP471,5.0,3.0,Weekday,True,0.11,11.0,Slow,46-60
ORD028763,CUST1171,53.0,Other,Delhi,South,RES648,Restaurant_386,Mexican,5/17/2024,0:00,120.0,7.26,331.0,100.0,231.0,Upi,Delivered,Not Cancelled,DP656,3.0,3.6,Weekday,True,0.22,22.0,Slow,46-60
ORD028764,CUST9828,38.97651632035586,Other,Hyderabad,South,RES272,Restaurant_414,Mexican,5/6/2024,0:00,120.0,7.8,2810.0,20.0,2790.0,Cod,Delivered,Not Cancelled,DP843,5.0,5.0,Weekday,True,0.2,20.0,Slow,36-45
ORD028765,CUST9507,38.97651632035586,Other,Bangalore,South,RES304,Restaurant_72,Arabian,4/24/2024,0:00,65.0,38.97,4260.0,50.0,4210.0,Card,Delivered,Not Cancelled,DP127,5.0,3.7,Weekday,False,0.0,0.0,Slow,36-45
ORD028766,CUST9661,38.97651632035586,Female,Hyderabad,South,RES104,Restaurant_257,Indian,3/27/2024,0:00,46.0,27.43,1197.0,20.0,1177.0,Wallet,Delivered,Not Cancelled,DP100,1.0,4.0,Weekday,False,0.0,0.0,Moderate,36-45
ORD028767,CUST3864,48.0,Female,Delhi,East,RES152,Restaurant_435,Indian,6/15/2024,0:00,29.0,3.26,3174.0,20.0,3154.0,Card,Delivered,Not Cancelled,DP767,4.0,3.4,Weekend,True,0.34,34.0,Fast,46-60
ORD028768,CUST1488,38.97651632035586,Female,Chennai,East,RES946,Restaurant_465,Mexican,12/16/2024,0:00,282.0,34.29,162.0,0.0,162.0,Wallet,Delivered,Not Cancelled,DP476,5.0,4.2,Weekday,False,0.16,16.0,Very Slow,36-45
ORD028769,CUST2249,38.97651632035586,Male,Hyderabad,West,RES273,Restaurant_114,Arabian,9/26/2024,0:00,120.0,2.8,1197.0,20.0,1177.0,Upi,Delivered,Not Cancelled,DP516,2.0,5.0,Weekday,False,0.37,37.0,Slow,36-45
ORD028770,CUST5329,38.97651632035586,Female,Bangalore,South,RES918,Restaurant_480,Mexican,4/11/2024,0:00,156.0,30.97,2577.0,50.0,2527.0,Cod,Delivered,Not Cancelled,DP685,1.0,3.8,Weekday,False,0.0,0.0,Very Slow,36-45
ORD028771,CUST8023,38.97651632035586,Other,Mumbai,Central,RES115,Restaurant_370,Arabian,3/21/2024,0:00,184.0,30.87,2796.0,0.0,2796.0,Cod,Delivered,Not Cancelled,DP691,3.0,3.8,Weekday,False,0.0,0.0,Very Slow,36-45
ORD028772,CUST1698,32.0,Female,Hyderabad,South,RES556,Restaurant_254,Arabian,7/22/2024,0:00,178.0,9.1,848.0,50.0,798.0,Wallet,Delivered,Not Cancelled,DP521,1.0,3.2,Weekday,False,0.05,5.0,Very Slow,26-35
ORD028773,CUST9709,38.97651632035586,Other,Hyderabad,North,RES562,Restaurant_488,Indian,3/20/2024,0:00,58.0,6.2,1078.0,20.0,1058.0,Wallet,Delivered,Not Cancelled,DP823,2.0,3.5,Weekday,False,0.0,0.0,Moderate,36-45
ORD028774,CUST9307,38.97651632035586,Other,Hyderabad,West,RES830,Restaurant_149,Mexican,7/13/2024,0:00,,34.55,999.0,300.0,699.0,Card,Cancelled,Late Delivery,DP173,,4.6,Weekend,False,0.32,32.0,Very Slow,36-45
ORD028775,CUST3694,38.97651632035586,Male,Bangalore,East,RES712,Restaurant_98,Mexican,1/31/2024,0:00,120.0,18.66,2548.0,0.0,2548.0,Card,Delivered,Not Cancelled,DP934,3.0,4.0,Weekday,False,0.0,0.0,Slow,36-45
ORD028776,CUST5283,38.97651632035586,Male,Chennai,South,RES632,Restaurant_172,Indian,11/20/2024,0:00,52.0,39.97,3831.0,50.0,3781.0,Cod,Delivered,Not Cancelled,DP470,1.0,3.7,Weekday,True,0.25,25.0,Moderate,36-45
ORD028777,CUST6558,38.97651632035586,Male,Bangalore,West,RES850,Restaurant_268,Arabian,7/4/2024,0:00,120.0,3.38,904.0,20.0,884.0,Wallet,Delivered,Not Cancelled,DP630,3.0,3.8,Weekday,False,0.2,20.0,Slow,36-45
ORD028778,CUST2663,38.97651632035586,Male,Hyderabad,South,RES572,Restaurant_153,Chinese,6/18/2024,0:00,44.0,31.5,617.0,50.0,567.0,Card,Delivered,Not Cancelled,DP475,3.0,4.3,Weekday,True,0.15,15.0,Moderate,36-45
ORD028779,CUST4694,38.0,Female,Hyderabad,North,RES546,Restaurant_261,Italian,10/2/2024,0:00,,9.97,1197.0,50.0,1147.0,Card,Cancelled,Not Cancelled,DP793,,5.0,Weekday,False,0.07,7.000000000000001,Very Slow,36-45
ORD028780,CUST9027,38.97651632035586,Female,Chennai,Central,RES479,Restaurant_55,Indian,8/28/2024,0:00,,1.7,4776.0,50.0,4726.0,Upi,Cancelled,Late Delivery,DP401,,5.0,Weekday,False,0.09,9.0,Very Slow,36-45
ORD028781,CUST8095,18.0,Other,Hyderabad,South,RES714,Restaurant_13,Italian,9/27/2024,0:00,120.0,36.19,1197.0,300.0,897.0,Wallet,Delivered,Not Cancelled,DP733,3.0,5.0,Weekday,False,0.0,0.0,Slow,18-25
ORD028782,CUST3520,45.0,Female,Bangalore,West,RES650,Restaurant_400,Indian,1/15/2024,0:00,296.0,2.27,4148.0,0.0,4148.0,Card,Delivered,Not Cancelled,DP185,2.0,4.5,Weekday,True,0.16,16.0,Very Slow,36-45
ORD028783,CUST2188,56.0,Other,Chennai,Central,RES726,Restaurant_404,Indian,8/3/2024,0:00,120.0,37.04,165.0,100.0,65.0,Upi,Delivered,Not Cancelled,DP479,3.0,3.7,Weekend,True,0.0,0.0,Slow,46-60
ORD028784,CUST5763,38.97651632035586,Female,Hyderabad,West,RES465,Restaurant_76,Chinese,1/14/2024,0:00,44.0,40.0,1197.0,20.0,1177.0,Wallet,Delivered,Not Cancelled,DP693,2.0,4.4,Weekend,False,0.07,7.000000000000001,Moderate,36-45
ORD028785,CUST2219,38.97651632035586,Other,Delhi,South,RES690,Restaurant_57,Indian,3/10/2024,0:00,131.0,6.45,1197.0,0.0,1197.0,Wallet,Delivered,Not Cancelled,DP835,3.0,3.3,Weekend,False,0.33,33.0,Very Slow,36-45
ORD028786,CUST6020,51.0,Male,Mumbai,Central,RES865,Restaurant_165,Indian,6/29/2024,0:00,47.0,1.69,4476.0,20.0,4456.0,Upi,Delivered,Not Cancelled,DP882,3.0,4.4,Weekend,False,0.13,13.0,Moderate,46-60
ORD028787,CUST6750,48.0,Female,Mumbai,East,RES700,Restaurant_120,Indian,1/21/2024,0:00,120.0,9.97,291.0,50.0,241.0,Upi,Delivered,Not Cancelled,DP121,3.0,4.8,Weekend,False,0.11,11.0,Slow,46-60
ORD028788,CUST3026,38.97651632035586,Other,Mumbai,West,RES640,Restaurant_282,Mexican,6/13/2024,0:00,120.0,30.63,678.0,0.0,678.0,Card,Delivered,Not Cancelled,DP970,2.0,3.6,Weekday,False,0.44,44.0,Slow,36-45
ORD028789,CUST3680,38.97651632035586,Male,Hyderabad,North,RES232,Restaurant_252,Arabian,6/29/2024,0:00,185.0,9.97,3514.0,100.0,3414.0,Upi,Delivered,Not Cancelled,DP464,2.0,4.1,Weekend,False,0.42,42.0,Very Slow,36-45
ORD028790,CUST9838,38.97651632035586,Female,Hyderabad,South,RES419,Restaurant_225,Indian,8/7/2024,0:00,261.0,9.97,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP462,1.0,3.6,Weekday,False,0.03,3.0,Very Slow,36-45
ORD028791,CUST2528,38.97651632035586,Other,Hyderabad,North,RES964,Restaurant_22,Italian,4/1/2024,0:00,194.0,5.54,3338.0,0.0,3338.0,Card,Delivered,Not Cancelled,DP360,5.0,5.0,Weekday,False,0.11,11.0,Very Slow,36-45
ORD028792,CUST4127,38.97651632035586,Other,Chennai,West,RES982,Restaurant_288,Indian,6/4/2024,0:00,120.0,8.39,906.0,0.0,906.0,Cod,Delivered,Not Cancelled,DP848,2.0,4.3,Weekday,False,0.0,0.0,Slow,36-45
ORD028793,CUST8583,37.0,Other,Bangalore,South,RES480,Restaurant_246,Indian,11/10/2024,0:00,40.0,6.04,332.0,100.0,232.0,Card,Delivered,Not Cancelled,DP787,2.0,5.0,Weekend,False,0.0,0.0,Moderate,36-45
ORD028794,CUST8971,38.97651632035586,Male,Hyderabad,North,RES535,Restaurant_125,Italian,5/31/2024,0:00,67.0,4.01,1197.0,50.0,1147.0,Wallet,Delivered,Not Cancelled,DP646,2.0,4.9,Weekday,True,0.0,0.0,Slow,36-45
ORD028795,CUST4755,38.97651632035586,Male,Hyderabad,East,RES713,Restaurant_497,Italian,3/3/2024,0:00,59.0,9.97,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP138,3.0,3.7,Weekend,False,0.45,45.0,Moderate,36-45
ORD028796,CUST9615,38.97651632035586,Female,Hyderabad,North,RES623,Restaurant_364,Indian,5/9/2024,0:00,235.0,8.0,1197.0,50.0,1147.0,Cod,Delivered,Not Cancelled,DP340,2.0,3.5,Weekday,False,0.32,32.0,Very Slow,36-45
ORD028797,CUST4786,38.97651632035586,Other,Hyderabad,South,RES101,Restaurant_202,Indian,7/9/2024,0:00,120.0,20.3,3890.0,100.0,3790.0,Card,Delivered,Not Cancelled,DP346,3.0,4.8,Weekday,False,0.13,13.0,Slow,36-45
ORD028798,CUST1797,38.97651632035586,Male,Delhi,South,RES393,Restaurant_430,Indian,12/18/2024,0:00,120.0,9.97,4271.0,100.0,4171.0,Upi,Delivered,Not Cancelled,DP272,2.0,4.6,Weekday,True,0.0,0.0,Slow,36-45
ORD028799,CUST6872,59.0,Male,Delhi,West,RES925,Restaurant_424,Arabian,6/24/2024,0:00,185.0,9.97,3081.0,100.0,2981.0,Wallet,Delivered,Not Cancelled,DP160,2.0,3.7,Weekday,False,0.18,18.0,Very Slow,46-60
ORD028800,CUST9478,57.0,Other,Mumbai,East,RES288,Restaurant_450,Indian,5/24/2024,0:00,120.0,15.64,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP582,4.0,4.8,Weekday,False,0.0,0.0,Slow,46-60
ORD028801,CUST9970,40.0,Other,Bangalore,East,RES201,Restaurant_225,Indian,12/19/2024,0:00,53.0,9.97,3556.0,50.0,3506.0,Upi,Delivered,Not Cancelled,DP120,3.0,4.6,Weekday,True,0.0,0.0,Moderate,36-45
ORD028802,CUST4831,38.97651632035586,Other,Chennai,West,RES338,Restaurant_303,Chinese,8/23/2024,0:00,46.0,8.07,1197.0,20.0,1177.0,Card,Delivered,Not Cancelled,DP375,5.0,4.3,Weekday,False,0.49,49.0,Moderate,36-45
ORD028803,CUST1556,31.0,Male,Delhi,Central,RES718,Restaurant_45,Chinese,8/29/2024,0:00,56.0,9.97,1197.0,50.0,1147.0,Upi,Delivered,Not Cancelled,DP230,3.0,3.6,Weekday,False,0.23,23.0,Moderate,26-35
ORD028804,CUST1012,38.97651632035586,Female,Hyderabad,South,RES243,Restaurant_236,Arabian,3/9/2024,0:00,120.0,37.36,3633.0,50.0,3583.0,Card,Delivered,Not Cancelled,DP477,1.0,3.1,Weekend,False,0.13,13.0,Slow,36-45
ORD028805,CUST7820,46.0,Other,Chennai,South,RES556,Restaurant_6,Arabian,5/25/2024,0:00,120.0,9.97,948.0,100.0,848.0,Card,Delivered,Not Cancelled,DP970,1.0,4.7,Weekend,True,0.44,44.0,Slow,46-60
ORD028806,CUST6271,30.0,Male,Chennai,South,RES201,Restaurant_199,Indian,1/25/2024,0:00,181.0,18.56,1127.0,20.0,1107.0,Upi,Delivered,Not Cancelled,DP843,1.0,5.0,Weekday,False,0.27,27.0,Very Slow,26-35
ORD028807,CUST3173,38.97651632035586,Female,Chennai,East,RES686,Restaurant_389,Chinese,12/18/2024,0:00,120.0,1.13,2167.0,50.0,2117.0,Wallet,Delivered,Not Cancelled,DP348,1.0,4.2,Weekday,False,0.44,44.0,Slow,36-45
